objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
179,STH-HYD-67DD741515,Oak Street,24 Oak Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0179-67DD741515,-71.10337122,42.48888859,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,179,763146.125000,3003432.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,889,2695,HYD,YVETTE,,,33,derived_0_50_ft,massgis-stoneham,2613714,24 Oak Street,Oak Street,42.48891757,-71.10348936,,,nearest_address
180,STH-HYD-9B90907C49,Waverly Street,20 Waverly Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0180-9B90907C49,-71.09604540,42.48880552,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,180,765122.187500,3003411.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,891,3125,HYD,YVETTE,,,43,derived_0_50_ft,massgis-stoneham,2612938,20 Waverly Street,Waverly Street,42.48881728,-71.09620436,,,nearest_address
181,STH-HYD-4802827419,Central Street,158 Central Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0181-4802827419,-71.09899400,42.48874104,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,181,764327.000000,3003384.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,895,3059,HYD,YVETTE,,,80,derived_50_100_ft,massgis-stoneham,2614488,158 Central Street,Central Street,42.48879080,-71.09928264,,,nearest_address
182,STH-HYD-E379E85BE2,Valley Road,15 Valley Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0182-E379E85BE2,-71.08233384,42.48864825,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,182,768820.750000,3003372.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,897,3738,HYD,YVETTE,,,60,derived_50_100_ft,massgis-stoneham,2614478,15 Valley Road,Valley Road,42.48879100,-71.08244219,,,nearest_address
183,STH-HYD-D49EA6330B,Elm Street,92 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0183-D49EA6330B,-71.09249196,42.48865924,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,183,766080.875000,3003363.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,898,3093,HYD,YVETTE,,,38,derived_0_50_ft,massgis-stoneham,2613300,92 Elm Street,Elm Street,42.48874533,-71.09257237,,,nearest_address
184,STH-HYD-C1900BDD39,Main Street,203 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0184-C1900BDD39,-71.10034138,42.48849739,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,184,763964.000000,3003294.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,910,2745,HYD,YVETTE,,,142,derived_100_150_ft,massgis-stoneham,2612942,203 Main Street,Main Street,42.48819272,-71.10067117,,,nearest_address
185,STH-HYD-C4A33CD262,Marzino Lane,1 Marzino Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0185-C4A33CD262,-71.08575790,42.48827234,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,185,767897.875000,3003230.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,915,3508,HYD,YVETTE,,,54,derived_50_100_ft,massgis-stoneham,2610862,1 Marzino Lane,Marzino Lane,42.48841908,-71.08579039,,,nearest_address
186,STH-HYD-2A1EE7B153,Norval Avenue,44 Norval Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0186-2A1EE7B153,-71.08827816,42.48826079,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,186,767218.125000,3003223.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,917,3421,HYD,YVETTE,,,35,derived_0_50_ft,massgis-stoneham,2615739,44 Norval Avenue,Norval Avenue,42.48827221,-71.08814996,,,nearest_address
187,STH-HYD-9550C5C6CE,Hall Road,39 Hall Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0187-9550C5C6CE,-71.08003518,42.48822899,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,187,769441.500000,3003222.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,918,3745,HYD,YVETTE,,,69,derived_50_100_ft,massgis-stoneham,2615688,39 Hall Road,Hall Road,42.48804614,-71.08010339,,,nearest_address
188,STH-HYD-DFABAD6364,Hall Road,23 Hall Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0188-DFABAD6364,-71.08093959,42.48815682,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,188,769197.687500,3003195.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,925,3750,HYD,YVETTE,,,47,derived_0_50_ft,massgis-stoneham,2611220,23 Hall Road,Hall Road,42.48828166,-71.08089357,,,nearest_address
189,STH-HYD-A704A62CDE,Duncklee Avenue,37 Duncklee Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0189-A704A62CDE,-71.08956317,42.48817070,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,189,766871.687500,3003188.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,929,6476,HYD,,,,39,derived_0_50_ft,massgis-stoneham,2615605,37 Duncklee Avenue,Duncklee Avenue,42.48806554,-71.08959524,,,nearest_address
190,STH-HYD-039D7CC679,Barbara Road,15 Barbara Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0190-039D7CC679,-71.08299687,42.48807579,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,190,768642.937500,3003162.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,941,3726,HYD,YVETTE,,,32,derived_0_50_ft,massgis-stoneham,2610099,15 Barbara Road,Barbara Road,42.48800205,-71.08305943,,,nearest_address
191,STH-HYD-56E7E1FF7A,Cabot Road,14 Cabot Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0191-56E7E1FF7A,-71.10915332,42.48814894,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,191,761587.812500,3003156.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,943,2572,HYD,YVETTE,,,46,derived_0_50_ft,massgis-stoneham,2610910,14 Cabot Road,Cabot Road,42.48803991,-71.10906639,,,nearest_address
192,STH-HYD-F3931425FC,Ryan Circle,2 Ryan Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0192-F3931425FC,-71.08387364,42.48787315,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,192,768406.812500,3003087.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,951,3523,HYD,YVETTE,,,99,derived_50_100_ft,massgis-stoneham,2612053,2 Ryan Circle,Ryan Circle,42.48762198,-71.08401699,,,nearest_address
193,STH-HYD-44570415F2,Elm Street,72 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0193-44570415F2,-71.09486705,42.48790958,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,193,765441.562500,3003086.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,952,3091,HYD,YVETTE,,,89,derived_50_100_ft,massgis-stoneham,2612489,72 Elm Street,Elm Street,42.48808410,-71.09463520,,,nearest_address
194,STH-HYD-76B95F75FF,William Street,278 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0194-76B95F75FF,-71.10517227,42.48787126,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,194,762662.062500,3003059.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,961,2834,HYD,YVETTE,,,63,derived_50_100_ft,massgis-stoneham,2612044,278 William Street,William Street,42.48784371,-71.10540375,,,nearest_address
195,STH-HYD-F55FCD317F,Penny Lane,37 Penny Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0195-F55FCD317F,-71.09044789,42.48770394,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,195,766633.875000,3003017.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,971,3384,HYD,YVETTE,,,46,derived_0_50_ft,massgis-stoneham,2613903,37 Penny Lane,Penny Lane,42.48777712,-71.09058984,,,nearest_address
196,STH-HYD-1451E6FCBB,William Street,259 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0196-1451E6FCBB,-71.10438010,42.48767441,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,196,762876.062500,3002989.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,973,2708,HYD,YVETTE,,,37,derived_0_50_ft,massgis-stoneham,2612017,259 William Street,William Street,42.48777568,-71.10438562,,,nearest_address
197,STH-HYD-5222733384,Country Club Road,3 Country Club Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0197-5222733384,-71.10590545,42.48760692,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,197,762464.750000,3002962.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,976,2838,HYD,YVETTE,,,66,derived_50_100_ft,massgis-stoneham,2613841,3 Country Club Road,Country Club Road,42.48771009,-71.10570464,,,nearest_address
198,STH-HYD-0C18F96818,Vera Lane,6 Vera Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0198-0C18F96818,-71.09160181,42.48742334,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,198,766323.125000,3002913.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,983,3443,HYD,YVETTE,,,40,derived_0_50_ft,massgis-stoneham,2614069,6 Vera Lane,Vera Lane,42.48752874,-71.09164494,,,nearest_address
199,STH-HYD-CB39558620,Country Club Road,36 Country Club Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0199-CB39558620,-71.10945116,42.48746121,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,199,761508.625000,3002905.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,985,2575,HYD,YVETTE,,,45,derived_0_50_ft,massgis-stoneham,2609479,36 Country Club Road,Country Club Road,42.48748376,-71.10961626,,,nearest_address
200,STH-HYD-FB659458F2,Oak Street,5 Oak Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0200-FB659458F2,-71.10220142,42.48735409,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,200,763464.250000,3002875.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,989,2727,HYD,YVETTE,,,53,derived_50_100_ft,massgis-stoneham,2609536,5 Oak Street,Oak Street,42.48749870,-71.10220809,,,nearest_address
201,STH-HYD-344845BB1E,Elm Street,46 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0201-344845BB1E,-71.09704494,42.48729776,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,201,764855.187500,3002861.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,992,3084,HYD,YVETTE,,,101,derived_100_150_ft,massgis-stoneham,2619027,46 Elm Street,Elm Street,42.48734560,-71.09741478,,,nearest_address
202,STH-HYD-0E3EAB41D8,Elmhurst Road,8 Elmhurst Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0202-0E3EAB41D8,-71.09362268,42.48716089,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,202,765778.500000,3002815.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1000,3145,HYD,YVETTE,,,60,derived_50_100_ft,massgis-stoneham,2613347,8 Elmhurst Road,Elmhurst Road,42.48720522,-71.09340697,,,nearest_address
203,STH-HYD-50E0132379,Valdora Drive,6 Valdora Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0203-50E0132379,-71.08365891,42.48708897,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,203,768466.125000,3002802.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1004,3525,HYD,YVETTE,,,60,derived_50_100_ft,massgis-stoneham,2612381,6 Valdora Drive,Valdora Drive,42.48715429,-71.08386429,,,nearest_address
204,STH-HYD-F47A114693,Country Club Road,17 Country Club Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0204-F47A114693,-71.10764224,42.48714911,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,204,761997.062500,3002793.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1006,2587,HYD,YVETTE,,,68,derived_50_100_ft,massgis-stoneham,2614494,17 Country Club Road,Country Club Road,42.48730598,-71.10750219,,,nearest_address
205,STH-HYD-D9C8F00DA6,Parker Chase Road,16 Parker Chase Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0205-D9C8F00DA6,-71.08998604,42.48703276,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,205,766759.625000,3002773.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1016,3401,HYD,YVETTE,,,62,derived_50_100_ft,massgis-stoneham,2617933,16 Parker Chase Road,Parker Chase Road,42.48713457,-71.08980249,,,nearest_address
206,STH-HYD-A0BE0DF53A,Elm Street,14 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0206-A0BE0DF53A,-71.09906085,42.48704548,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,206,764311.875000,3002766.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1021,6071,HYD,,,,46,derived_0_50_ft,massgis-stoneham,2610010,14 Elm Street,Elm Street,42.48712178,-71.09892502,,,nearest_address
207,STH-HYD-15B1F262C4,Duncklee Avenue,70 Duncklee Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0207-15B1F262C4,-71.08923974,42.48695327,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,207,766961.062500,3002745.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1027,3395,HYD,YVETTE,,,64,derived_50_100_ft,massgis-stoneham,2614117,70 Duncklee Avenue,Duncklee Avenue,42.48706591,-71.08905623,,,nearest_address
